value,volume,xmin,ymin,zmin,xmax,ymax,zmax,xCenter,yCenter,zCenter
36,91,70,92,20,76,97,25,73.154,94.319,22.681
37,43,75,450,22,79,456,25,76.581,452.67,23.465
38,3129,91,419,21,114,441,38,102.28,430.52,30.855
39,41,134,348,22,138,353,26,135.73,350.32,24
40,179,184,99,19,191,107,28,187.05,103.18,23.894
41,665,204,2,20,214,14,37,208.24,8.2962,28.095
42,165,414,782,20,423,789,26,418.46,785.1,23.152
43,62,564,517,22,572,524,28,567.77,520.73,25.403
44,27,573,521,22,577,524,25,575.33,522.15,23.704
45,7,702,757,22,704,759,24,703,758,23
46,289,809,738,22,817,748,30,812.72,742.64,26.145
47,32,824,862,20,828,866,24,825.81,864.16,22.312
48,779,839,830,19,851,845,28,845.36,838.73,22.908
49,7,882,852,22,884,854,24,883,853,23
50,17,884,845,22,888,847,24,886,846,23
51,7,9,621,23,11,623,25,10,622,24
52,4430,7,455,15,30,480,34,18.538,465.75,24.477
53,18,27,481,23,29,484,26,27.667,482.5,24.5
54,163,32,757,23,39,766,31,35.914,761.37,27.773
55,2002,31,795,20,51,816,34,40.142,804.85,26.446
56,1158,41,253,19,56,271,31,47.67,261.62,24.524
57,110,70,555,22,77,562,25,73.5,558.23,23.5
58,2102,73,11,17,92,31,31,81.862,19.98,23.858
59,1395,128,91,21,144,108,36,137.41,99.54,27.181
60,70,183,157,22,188,163,27,185.16,160.36,25.057
61,165,183,28,22,192,35,27,187.43,31.224,24.806
62,31,214,12,23,218,16,26,216.06,14.258,24.226
63,99,407,677,23,416,683,27,411.33,680.55,25.253
64,1220,404,131,19,418,147,33,411.63,139.4,25.48
65,222,421,101,20,430,111,28,425.8,105.68,23.644
66,12628,414,752,16,451,787,40,431.37,769.09,27.853
67,334,458,848,23,468,856,34,462.63,852.45,29.554
68,12,566,526,23,569,529,25,567.5,527.5,24
69,12,707,783,23,710,785,25,708.5,784,24
70,101,752,660,22,760,665,27,755.72,662.6,24.762
71,7,818,549,23,820,551,25,819,550,24
72,273,832,856,20,839,869,28,835.55,862.91,24.179
73,89,835,576,23,842,582,27,838.69,578.99,24.899
74,43,844,628,23,848,633,26,845.6,630.47,24.395
75,4126,835,480,17,855,507,40,845.21,494.98,28.361
76,97,845,730,22,850,739,27,847.61,735.05,24.134
77,161,13,620,23,21,629,28,16.702,625.31,24.925
78,926,15,245,19,27,260,33,21.022,252.62,26.01
79,2149,16,155,19,35,170,33,25.766,162.64,25.154
80,95,29,483,23,36,489,27,32.105,485.79,25.168
81,1940,23,5,16,41,21,32,32.096,12.954,23.696
82,442,29,468,21,41,481,28,35.199,474.03,24.64
83,1188,31,260,19,45,277,33,37.923,268.48,26.379
84,327,38,819,21,49,828,28,43.52,823.65,24.315
85,258,36,764,23,49,773,32,41.329,768.87,27.647
86,520,58,389,21,69,398,34,64.585,393.32,26.596
87,751,80,409,21,93,424,29,86.202,415.65,25.375
88,45,86,434,23,91,440,26,88.644,437.09,24.867
89,21,94,739,24,98,741,26,96.381,740,25
90,27,221,719,24,225,723,26,222.81,721.19,25
91,142,225,717,24,233,727,30,228.76,722.54,26.782
92,190,247,526,23,254,534,32,250.56,529.68,26.674
93,281,259,516,23,271,528,30,265.3,523.3,26.42
94,20,293,807,24,295,811,27,294,809,25.5
95,1429,322,484,22,345,505,32,332.79,495.36,26.381
96,138,341,816,24,350,823,30,345.77,819.89,26.167
97,39,405,70,23,409,73,28,407.33,71.846,25.564
98,32,539,407,24,543,412,26,540.97,409.41,25
99,17,693,762,24,697,764,26,695,763,25
100,929,803,806,19,819,821,32,810.87,813.81,25.628
101,125,842,577,23,850,584,28,846.42,580.8,25.28
102,21,849,797,23,852,800,27,850.29,798.48,24.952
103,58,850,591,23,854,597,28,851.74,593.79,25.448
104,43,861,796,23,866,799,28,863.19,797.47,25.558
105,1026,860,777,20,874,794,31,867.32,785.11,25.327
106,254,872,770,22,880,776,32,875.33,773.69,26.543
107,2363,10,95,17,28,112,35,18.503,103.91,26.78
108,2987,11,384,18,28,406,35,20.035,395.49,26.334
109,75,33,85,24,40,90,27,36.453,87.533,25.573
110,57,62,442,24,67,448,28,64.491,444.96,25.754
111,16,84,809,25,86,812,28,84.75,810.62,26.375
112,30,89,560,24,93,563,27,91,561.27,25.733
113,1202,109,153,21,125,172,31,116.03,162.56,25.916
114,1609,120,4,21,140,23,31,129.31,13.647,25.644
115,1054,150,362,22,164,382,32,156.66,374.42,27.438
116,1171,168,414,23,186,430,34,177.4,423.44,28.13
117,82,175,445,24,183,450,28,179.48,447.67,26.195
118,241,180,211,24,190,217,30,184.97,214.24,26.639
119,801,199,11,20,213,25,32,205.05,18.462,26.233
120,9339,188,813,25,218,843,48,203.59,828.32,35.707
121,27,208,25,25,212,28,28,210.15,26.333,26.333
122,1142,264,595,20,277,608,33,269.94,601.9,26.368
123,233,329,186,23,337,197,31,332.95,191.55,26.966
124,48,333,560,25,339,565,28,336.58,563.06,26.271
125,546,358,655,25,373,667,38,364,661.56,31.41
126,773,416,89,22,429,105,32,422.06,95.674,26.816
127,63,422,785,24,427,789,28,424.87,786.78,25.841
128,387,441,87,23,452,98,31,445.64,91.705,26.775
129,46,532,409,24,537,414,28,534.35,411.7,26
130,12,579,517,25,582,519,27,580.5,518,26
131,193,591,591,24,599,597,30,595.1,594.29,26.912
132,3201,595,78,20,620,103,39,606.98,91.52,29.326
133,265,629,458,23,636,469,34,632.44,462.37,27.747
134,255,644,828,23,651,838,30,647.59,833.07,26.957
135,35,713,857,24,717,861,28,715,859.2,26.2
136,86,713,669,25,720,676,28,716.55,672.53,26.384
137,31224,739,823,19,780,875,63,760.1,845.38,41.569
138,32,803,401,25,808,406,28,805.56,403.53,26.625
139,534,804,489,22,816,499,31,809.52,493.78,26.301
140,7,814,417,25,816,419,27,815,418,26
141,965,818,419,20,834,430,33,825.31,424.31,26.81
142,208,842,584,23,850,599,30,846.77,588.98,26.688
143,3673,841,771,18,862,793,35,850.41,782.11,26.39
144,265,848,799,24,859,812,28,853.18,805.98,26.506
145,1573,865,859,17,879,873,33,872.4,866.18,25.46
146,106,7,666,25,13,674,29,9.9151,669.41,26.934
147,848,9,651,22,19,666,34,14.242,659.24,27.639
148,268,18,301,24,26,308,32,21.828,305.25,28.063
149,249,19,477,22,26,485,31,22.51,481.82,26.462
150,609,16,614,23,33,627,32,24.56,620.61,27.015
151,3755,39,231,21,63,258,34,52.124,244.99,26.987
152,8464,40,12,17,64,42,38,51.946,26.83,27.217
153,5663,43,63,17,69,86,38,56.454,75.075,27.534
154,19,80,810,25,83,813,28,81.789,811.21,26.211
155,13109,55,27,18,99,63,46,76.374,46.678,31.367
156,914,92,802,21,104,816,32,97.743,809.6,27.311
157,679,98,61,19,115,72,31,106.19,66.296,26.377
158,810,96,267,22,109,281,31,102.25,273.36,27.058
159,3829,122,44,19,145,65,35,133.31,54.699,26.926
160,70,135,820,25,140,826,30,137.24,822.89,27.057
161,325,142,833,24,154,842,32,148.12,837.34,28
162,60,190,204,26,193,208,33,191.37,205.85,29.233
163,205,192,799,24,199,808,30,195.87,804.26,26.746
164,6631,194,434,20,216,466,42,204.76,449.74,30.276
165,1128,197,710,22,213,731,36,205.83,720.38,28.987
166,426,209,207,24,221,218,32,215.08,212.55,27.622
167,1705,233,362,20,248,378,35,240.75,370.77,27.139
168,813,244,171,25,259,188,33,251.86,180.38,28.455
169,326,249,87,25,260,98,30,255.12,92.35,27.699
170,3712,249,145,20,267,169,37,257.49,156.97,27.932
171,2816,247,351,20,267,373,37,257.64,363.33,28.408
172,12,267,747,26,269,750,28,268,748.5,27
173,665,275,142,23,288,153,32,280.81,147.33,27.98
174,22,298,810,25,302,813,28,300.23,811.45,26.5
175,2117,288,370,22,311,385,41,299.13,377.56,31.155
176,183,329,511,23,337,520,30,332.92,515.48,26.377
177,315,331,543,24,343,554,30,337.84,548.93,27.032
178,8666,347,819,23,371,849,58,358.9,833.75,44.098
179,601,384,122,23,396,134,32,389.47,127.79,27.052
180,125,407,664,25,415,671,29,410.92,667.5,27.008
181,132,420,641,24,427,649,29,423.16,644.74,26.939
182,1340,473,719,22,490,732,38,482.06,726.38,30.683
183,1739,498,842,21,516,857,34,506.91,849.59,27.959
184,319,504,863,24,515,873,30,509.66,867.9,26.966
185,54,516,767,25,520,773,29,517.65,769.94,27.019
186,13,535,281,26,538,284,28,536.46,282.46,27.385
187,1376,637,690,21,652,705,33,645.01,697.3,27.243
188,98,676,842,25,683,847,31,679.31,844.69,27.755
189,80,681,672,25,690,680,29,686.12,675.73,27.038
190,7,714,620,26,716,622,28,715,621,27
191,1908,723,860,20,739,878,34,730.89,869.06,27.037
192,516,736,705,23,751,715,31,742.65,710.64,27.157
193,17,756,441,26,759,445,28,757.65,443,27
194,1503,757,317,23,779,334,36,767.24,325.66,29.061
195,326,774,853,24,782,865,31,778.27,859.89,27.181
196,1557,784,431,23,805,450,37,793.61,441.96,29.727
197,46,782,500,26,789,505,29,785.85,502.17,27.413
198,573,797,232,23,808,251,31,802.15,241.47,27.148
199,142,805,410,23,811,418,30,807.88,413.89,26.859
200,98,807,777,25,814,782,29,810.77,779.99,26.98
201,1551,820,402,23,841,419,39,830.89,410.22,30.149
202,3884,822,831,17,841,852,37,830.73,842.14,26.65
203,22868,832,838,23,868,875,56,849.56,856.72,39.402
204,744,856,526,21,869,539,33,862.11,532.8,27.286
205,249,860,335,24,869,343,31,864.35,339.47,27.108
206,4568,860,825,18,884,847,36,870.34,837,26.297
207,435,3,780,24,17,788,32,9.9908,783.93,28.103
208,2178,7,689,22,25,706,36,16.633,697.75,28.68
209,936,26,843,23,37,859,34,31.417,850.94,28.033
210,1011,24,51,24,37,65,36,31.468,58.007,29.624
211,11341,26,433,16,60,461,42,42.644,448.68,28.121
212,3867,31,822,23,57,848,38,43.853,836.35,29.607
213,999,36,336,23,48,350,34,42.424,343.29,28.118
214,290,48,536,25,59,546,32,52.824,540.88,28.6
215,1674,83,607,22,99,626,34,90.584,616.11,28.051
216,1860,84,230,22,101,251,35,93.267,241.28,28.504
217,341,97,279,25,107,287,33,102.31,282.43,28.217
218,7641,97,210,21,126,239,41,112.44,223.99,30.063
219,3926,91,578,25,115,603,46,104.1,588.57,35.228
220,383,131,201,25,142,214,34,135.66,207.29,29.128
221,2538,144,423,25,162,444,40,153.62,433.56,31.41
222,73,159,360,26,163,366,31,160.95,362.88,28.493
223,7,164,231,27,166,233,29,165,232,28
224,7,164,456,27,166,458,29,165,457,28
225,569,162,541,23,175,552,34,168.73,546.86,28.074
226,1069,176,271,23,189,287,33,182.5,278.46,27.95
227,220,188,440,25,195,450,31,191.68,444.77,28.409
228,6322,190,106,20,215,134,38,202.23,119.95,28.676
229,153,207,288,24,214,295,31,210.8,291.95,27.647
230,3811,206,290,21,232,315,37,218.06,304.35,28.765
231,214,214,510,26,225,517,34,220.01,513.5,29.393
232,286,224,475,26,231,487,35,227.31,482.06,29.696
233,2029,249,33,21,265,52,37,256.89,43.007,28.428
234,2329,233,123,23,264,140,38,244.58,131.57,29.855
235,241,256,564,25,265,574,32,260.66,569.44,28.266
236,1008,260,575,24,274,589,36,267.58,581.89,29.233
237,204,263,720,24,274,727,32,268.33,723.24,29.044
238,5579,266,5,23,296,35,47,282.32,23.047,34.706
239,26,287,813,27,290,816,31,288.12,814.69,28.808
240,14,293,818,27,297,821,30,295,819.5,28.5
241,2956,287,542,26,308,558,49,295.65,550.04,37.681
242,39,323,366,27,328,370,30,325.46,367.79,28.231
243,7,332,131,27,334,133,29,333,132,28
244,136,349,693,26,356,700,36,352.61,696.62,31.809
245,20,354,819,27,357,822,30,355.5,820.5,28.25
246,43,358,502,27,363,506,30,360.79,503.88,28.116
247,71,372,646,27,377,654,30,374.44,650.41,28.366
248,348,453,841,25,463,849,32,458.74,845.24,28.397
249,1089,457,28,23,472,46,34,465.5,37.196,28.031
250,166,474,841,25,483,847,31,478.18,843.87,27.488
251,576,480,635,25,492,649,34,485.37,641.93,29.219
252,2087,482,822,23,499,842,36,490.75,832.55,28.257
253,45,534,401,26,539,406,31,536.33,403.13,28.111
254,1757,542,45,22,559,61,36,550.23,52.854,29.36
255,12,562,847,27,564,850,29,563,848.5,28
256,7,615,671,27,617,673,29,616,672,28
257,87,696,864,26,703,868,32,699.34,866.14,29.069
258,1516,699,548,23,717,563,34,707.67,555.82,28.71
259,108,706,724,26,711,731,35,708.36,727.82,29.63
260,529,714,351,25,727,363,35,719.9,356.44,30.563
261,1029,748,679,23,761,694,34,754.74,686.02,28.925
262,8183,753,637,23,784,666,43,770.23,651.49,32.912
263,1687,759,703,21,775,718,35,767.2,710.51,27.964
264,150,790,241,26,798,247,33,793.54,243.88,29.02
265,330,792,247,26,803,256,36,797.32,252.32,30.267
266,2298,805,442,24,822,473,35,814.29,455.57,29.359
267,311,833,140,25,841,153,31,837.4,146.53,28.177
268,3663,833,532,21,856,554,37,843.83,542.51,29.176
269,337,857,428,27,867,438,35,862.13,433.17,30.694
270,610,856,724,22,864,737,34,859.69,730.3,28.066
271,390,15,503,25,25,517,33,20.6,510.24,29.5
272,3442,14,805,22,36,829,38,25.121,816.81,29.287
273,5898,26,588,20,50,615,41,37.746,602.72,30.132
274,433,38,200,26,49,211,33,43.536,205.31,29.411
275,1322,34,313,24,52,330,35,43.005,321.31,29.45
276,17608,34,85,17,64,121,52,49.026,104.23,34.453
277,953,55,554,22,72,566,35,64.864,561.2,28.656
278,144,64,608,26,70,615,33,67.035,610.85,29.465
279,9844,61,326,24,92,364,54,79.035,342.11,37.588
280,5501,80,768,25,106,790,49,93.004,779.71,37.229
281,2033,85,587,24,101,607,39,92.463,597.83,30.33
282,817,96,752,25,106,772,33,100.97,763.58,28.674
283,1437,97,19,24,112,36,38,104.64,27.616,30.731
284,2946,92,439,22,116,457,37,104.46,448.08,28.9
285,5606,102,342,20,128,366,41,116.55,355.1,29.496
286,2478,121,97,22,138,114,42,128.48,105.86,31.447
287,2249,137,560,22,154,580,36,146.15,569.92,29.264
288,139,147,691,26,154,698,31,150.4,694.3,28.129
289,9022,148,672,24,177,704,51,164.24,688.59,36.602
290,4682,167,449,21,194,474,42,179.63,461.44,29.871
291,335,178,473,25,189,483,32,184.54,477.77,28.263
292,600,183,369,26,198,380,36,190.59,375.07,29.835
293,1174,184,187,24,201,198,35,193.2,192.73,29.413
294,2419,189,224,22,207,243,36,197.9,234.27,28.978
295,185,216,415,26,225,423,33,220.13,419.82,29.373
296,221,217,835,27,225,843,32,221.62,838.66,29.005
297,81,232,717,27,237,724,32,234.59,720.43,28.753
298,26199,210,519,21,255,561,56,229.97,539.56,37.331
299,50,251,238,27,256,244,31,253.78,241.28,28.74
300,841,267,130,25,280,144,35,273.43,136.17,30.101
301,769,280,386,27,293,400,35,286.62,392.16,30.638
302,303,286,598,26,297,606,32,292.22,602.43,28.274
303,259,293,800,26,302,809,33,298.5,804.19,29.641
304,23,309,379,27,312,383,30,310.39,381.04,28.826
305,38,316,281,28,321,285,32,318.18,283.37,29.684
306,132,320,834,27,326,841,34,322.69,837.64,29.939
307,91,323,287,27,329,292,35,325.36,290.48,30.407
308,3759,353,275,24,390,313,42,370.25,296.93,31.351
309,121,384,599,27,393,604,33,387.91,601.17,29.884
310,621,383,652,25,398,663,34,391.31,657.76,29.039
311,408,403,353,26,416,364,33,410.54,358.01,29.917
312,72,442,57,26,447,63,32,444.61,59.833,28.875
313,1556,459,855,23,476,871,36,467.78,863.91,29.544
314,8553,451,722,23,477,750,58,463.09,737.59,38.431
315,16,477,261,28,480,264,31,478.31,262.31,29.688
316,7162,481,500,20,516,523,45,496.89,511.85,31.312
317,829,517,851,24,530,864,34,522.65,858.11,28.427
318,2149,523,779,24,543,796,42,532.44,786.9,32.797
319,229,529,833,26,538,842,35,534.05,837.76,29.786
320,462,528,4,25,541,16,33,534.48,10.294,28.853
321,11303,550,811,20,578,852,46,564.59,827.62,33.044
322,260,578,509,26,589,517,34,583.81,512.79,29.865
323,664,595,486,25,609,499,35,602.59,493.16,29.643
324,7,630,467,28,632,469,30,631,468,29
325,1854,672,808,24,690,826,35,680.97,816.43,28.998
326,12,687,318,28,690,320,31,688.5,319,29.5
327,5470,670,784,22,699,808,42,683.13,795.18,31.83
328,4833,689,837,18,713,860,38,700.49,848.13,28.155
329,846,703,732,25,717,747,40,709.75,738.54,32.07
330,655,714,705,24,725,718,34,718.98,711.02,28.866
331,713,712,872,24,725,885,34,719.54,877.76,28.966
332,1487,730,682,23,745,698,35,737.77,689.85,28.84
333,703,770,431,25,781,443,37,774.56,437.13,30.361
334,3177,766,731,23,785,757,37,774.84,744.14,29.005
335,451,795,436,23,806,444,33,800.8,439.91,27.718
336,3377,789,719,22,807,742,38,798.08,731.2,29.957
337,3634,793,815,21,814,836,38,802.98,826.17,28.73
338,296,805,248,26,815,258,33,808.89,252.88,29.152
339,66,814,412,27,820,417,31,816.45,414.83,29.5
340,281,813,472,25,822,482,33,817.19,476.92,29.078
341,173,813,823,25,821,829,33,817.58,826.31,29.098
342,505,817,649,25,830,661,34,822.71,655.84,28.891
343,61,824,105,27,828,110,32,826,107.49,29.426
344,2410,818,549,22,835,569,36,826.53,559.67,28.502
345,7036,824,505,21,854,532,43,838.88,517.92,31.107
346,690,829,420,25,841,431,41,835.58,426.07,31.832
347,534,836,633,25,848,646,33,842.79,640.02,29.129
348,694,835,668,25,849,678,37,842.74,673.38,30.367
349,66,850,45,27,856,51,31,853.52,47.955,28.909
350,70,855,599,27,863,603,33,858.87,601.2,29.671
351,569,37,863,26,51,874,36,44.88,868.69,31.388
352,4464,48,504,22,68,529,42,58.274,518.09,31.563
353,6061,52,634,21,73,662,44,63.502,648.85,32.098
354,5569,80,119,21,105,142,41,93.773,130.1,29.928
355,38385,58,132,24,106,176,72,79.42,155.13,49.355
356,237,95,363,26,104,369,34,99.599,366.42,30.181
357,441,100,322,27,113,333,35,107.85,327.29,30.671
358,7,100,749,29,102,751,31,101,750,30
359,978,107,239,24,124,252,36,116.18,244.97,30.17
360,4830,116,700,22,144,724,44,129.22,713.19,32.402
361,41,158,223,29,162,228,32,159.88,225.66,30.488
362,36,176,130,28,180,134,32,177.86,131.44,30.139
363,832,175,646,25,191,655,40,183.43,651.05,32.377
364,1583,182,373,24,204,390,37,194.15,382.73,29.942
365,1905,208,723,23,234,738,41,218.29,730.81,30.839
366,323,238,118,26,247,125,36,242.18,122.15,31.127
367,136,245,85,28,252,91,35,248.82,87.993,31.309
368,6781,242,61,21,273,83,42,255.59,71.544,32.421
369,809,245,782,26,259,794,36,252.86,788.07,30.501
370,524,246,320,26,259,332,35,252.93,326.35,29.763
371,947,251,493,25,262,509,36,256.71,501.72,30.413
372,4063,260,105,22,278,131,41,269.34,118.16,30.814
373,6499,265,328,23,289,370,46,276.67,355.05,33.515
374,16,276,574,28,279,576,31,277.69,575,29.688
375,6709,261,663,23,294,692,50,279.51,675.56,34.493
376,361,279,133,28,291,141,36,285.78,136.53,32.102
377,6203,260,701,20,293,728,44,276.53,713.87,30.996
378,125,280,209,28,285,216,34,282.55,211.79,30.48
379,1548,273,747,21,288,766,40,280.6,755.95,30.005
380,54,283,497,28,287,503,33,284.93,499.96,30.648
381,815,281,781,25,297,797,34,288.59,788.15,29.758
382,226,311,22,27,320,30,33,315.83,26.416,29.889
383,4505,310,855,22,334,878,40,321.83,866.43,30.78
384,44,324,558,29,328,566,33,326.14,561.86,31
385,473,323,675,25,333,685,34,327.76,680.16,29.053
386,38,336,502,28,343,505,31,340,503.24,29.553
387,78,337,814,27,343,819,33,340.18,817.15,30.949
388,2808,339,503,25,358,529,40,347.99,513.26,32.427
389,5301,335,835,21,362,862,52,345.77,846.19,35.528
390,1795,349,643,24,369,660,37,359.86,652.31,30.645
391,829,372,665,26,384,683,34,377.89,673.09,30.222
392,751,372,601,25,387,615,35,378.61,607.96,29.672
393,62,386,608,29,391,614,32,388.13,611.15,30.177
394,8978,388,310,27,419,339,54,405.18,323.15,39.632
395,99,466,256,28,471,263,34,468,259.94,30.798
396,1185,469,843,24,487,859,36,479.44,851.36,29.688
397,3691,483,864,22,502,884,40,492.62,873.94,30.341
398,5257,502,555,22,538,589,46,519.46,569.93,32.738
399,532,559,663,25,569,674,34,564,668.64,29.635
400,53,573,874,29,578,879,32,575.79,876.87,30.491
401,42,603,433,28,608,439,31,605.17,435.83,29.524
402,2355,604,646,24,618,668,43,610.75,657.13,33.632
403,128,624,465,27,631,473,34,627.01,469.55,31.094
404,41,645,46,29,651,49,33,647.78,47.537,30.902
405,235,659,258,27,666,269,36,662.81,264.23,29.928
406,30,663,163,29,666,168,32,664.43,165.53,30.9
407,4175,652,373,25,679,399,44,663.83,385.83,32.821
408,30,671,247,29,675,252,32,672.97,249.47,30.367
409,190,680,306,28,687,318,34,684.27,311.81,31.589
410,792,678,600,26,693,614,36,684.17,607.68,30.72
411,594,692,582,27,704,596,34,698.37,589.89,29.854
412,307,694,440,27,706,450,34,700.13,445.52,30.909
413,7,717,576,29,719,578,31,718,577,30
414,690,710,740,27,725,751,40,717.2,746.14,32.343
415,967,714,812,23,727,826,36,720.47,818.33,29.793
416,124,720,734,27,727,741,34,723.25,737.56,30.379
417,6,725,457,29,726,459,31,725.83,458,30
418,4282,744,420,24,766,441,44,757.15,430.53,33.718
419,75,762,234,28,766,239,35,764.09,236.53,30.987
420,905,758,666,24,772,678,38,765.18,672.1,31.056
421,821,784,419,25,800,432,35,792.78,425.54,29.594
422,3413,788,786,22,807,809,39,797.48,798.69,30.164
423,6506,799,573,19,822,599,43,810.58,586.26,30.188
424,164,808,405,27,815,411,34,812.11,408.3,30.201
425,201,849,310,28,856,320,36,852.49,314.45,31.428
426,1422,848,589,25,871,601,40,859.34,594.51,32.335
427,28223,850,255,25,888,310,61,869.03,276.77,41.491
428,2719,9,284,25,31,303,38,20.193,293.92,31.021
429,7635,13,21,20,40,51,42,27.243,35.052,30.131
430,646,26,423,24,36,434,36,30.862,429.34,30.176
431,9012,19,644,22,50,675,42,35.442,661.05,31.137
432,819,40,789,23,53,800,39,46.93,794.64,30.972
433,3587,47,152,21,64,175,40,56.213,163.4,31.117
434,11159,53,113,19,82,140,49,67.563,126.47,33.87
435,33073,43,167,19,92,226,61,65.185,197.74,39.902
436,1974,77,660,24,95,677,40,86.383,669.65,31.687
437,1421,92,335,25,110,349,38,100.65,341.87,31.577
438,2587,132,809,27,149,835,44,140.27,821.63,35.73
439,2088,143,78,23,159,96,39,150.79,87.268,30.945
440,79,163,352,29,168,359,34,165.27,355.33,31.266
441,219,163,86,28,174,96,34,168.11,91.251,30.831
442,2405,165,627,24,182,644,41,174.2,636,31.968
443,998,169,791,25,185,802,37,176.81,796.32,31.108
444,1836,168,135,25,188,151,37,177.72,143.61,31.189
445,486,177,551,28,188,563,35,182.48,557.61,31.473
446,137,186,326,29,192,335,35,189.26,329.92,31.438
447,6863,183,685,20,206,712,43,193.98,698.41,30.978
448,1260,193,173,25,211,192,37,201.97,182.93,30.906
449,129,201,41,28,206,48,36,203.6,44.736,32.109
450,7,210,842,30,212,844,32,211,843,31
451,3142,203,47,25,226,69,43,213.92,58.834,33.419
452,207,207,737,28,216,747,35,212.38,742.99,31.217
453,1614,219,283,25,236,304,38,228.46,294.36,30.843
454,1215,231,559,27,247,573,38,238.91,565.59,32.27
455,1548,248,422,28,269,434,44,257.12,428.48,35.435
456,1163,248,210,25,264,225,36,256.65,218.63,30.739
457,600,269,73,27,280,88,36,274.65,80.627,31.965
458,23259,280,493,22,335,536,57,310.76,514.72,40.441
459,41,306,880,29,309,885,33,307.07,881.85,31.195
460,70,306,73,29,312,77,33,308.51,75.071,31.486
461,541,304,772,27,316,786,37,310.82,780.53,31.163
462,289,324,635,27,333,642,36,328.85,638.35,31.754
463,2615,327,666,26,350,700,39,338.99,681.98,32.854
464,46,336,811,28,342,814,32,339.09,812.28,30.261
465,497,337,436,28,350,448,34,343.76,442.92,31.384
466,803,350,301,27,361,317,37,355.53,310.07,31.701
467,127,357,280,29,362,286,36,359.63,283.42,32.732
468,1132,361,338,26,380,351,37,369.56,343.8,32.042
469,231,385,89,29,395,96,35,390.11,92.468,31.494
470,7,396,348,30,398,350,32,397,349,31
471,2068,391,471,24,408,488,39,398.84,479.48,31.432
472,625,397,549,28,407,562,40,402.22,556.03,33.898
473,91,411,707,29,417,712,36,414.69,709.99,32.143
474,27,414,535,30,418,539,33,415.85,537.15,31.148
475,14,429,388,30,432,391,33,430.5,389.5,31.5
476,357,437,348,29,449,357,34,443.01,352.43,31.695
477,3597,429,730,23,453,749,39,440.16,739.91,30.958
478,398,470,602,26,480,612,37,474.78,607.39,31.447
479,5053,465,757,24,489,783,43,477.34,770.36,33.366
480,6560,461,534,22,486,558,42,474.55,546.78,31.185
481,1087,477,622,25,490,637,36,482.85,629.21,31.14
482,344,481,747,28,494,757,37,487.83,752.42,32.436
483,4385,483,518,22,511,539,43,497.41,527.09,32.885
484,17687,482,789,22,523,835,54,503.93,815.35,37.294
485,503,492,487,27,503,497,36,497.69,492.25,31.28
486,7,526,412,30,528,414,32,527,413,31
487,226,548,473,28,556,480,35,551.96,476.78,31.327
488,12,601,431,30,603,434,32,602,432.5,31
489,8072,591,708,24,617,751,50,604.06,722.04,35.863
490,108,607,869,27,614,876,33,610.3,872.21,30.083
491,730,629,231,27,642,244,35,635.54,238.03,31.07
492,679,647,797,26,658,808,36,652.44,803.15,30.867
493,1199,651,810,25,668,826,37,657.98,818.08,31.057
494,2888,654,619,24,670,639,44,661.42,628.58,33.505
495,166,663,302,30,671,311,38,667.23,306.98,34.657
496,9234,647,841,21,679,872,42,662.82,859.61,31.863
497,454,663,456,28,675,468,36,669.47,461.58,32.002
498,48,667,377,31,673,382,33,669.92,379.4,32.542
