value,volume,xmin,ymin,zmin,xmax,ymax,zmax,xCenter,yCenter,zCenter
345,673,230,818,23,240,836,31,234.88,827.23,26.957
346,1926,242,19,21,261,37,34,252.28,28.333,27.514
347,898,260,859,21,276,873,32,267.97,865.77,26.715
348,2113,274,469,20,291,486,35,282.26,477.25,27.636
349,3064,275,605,20,294,628,35,285.53,617.52,27.484
350,2709,297,774,19,317,794,36,306.49,784.84,27.813
351,957,302,207,20,312,221,33,306.95,214.06,26.422
352,577,323,63,25,334,79,30,328.14,70.981,27.404
353,1451,325,31,19,339,48,33,331.24,39.553,26.09
354,2657,331,308,20,350,332,35,340.91,320.45,27.933
355,2285,336,171,19,353,188,37,344.36,179.45,27.639
356,2748,347,218,20,368,236,35,358.01,227.34,27.843
357,1245,356,320,22,372,333,33,363.64,326.52,27.357
358,2376,353,96,21,376,115,34,364.3,105.15,28.255
359,2244,361,421,20,378,438,34,369.4,429.86,26.988
360,2733,373,486,19,393,504,36,382.81,494.48,26.994
361,2647,379,263,23,403,285,43,390.28,275.12,31.586
362,1103,389,669,20,405,684,34,396.13,676.16,27.441
363,2242,392,80,20,411,101,34,401.88,90.5,27.276
364,1059,394,604,19,406,617,33,399.73,610.04,26.101
365,43,413,155,25,417,160,29,415.3,157.14,27.186
366,837,422,97,21,433,109,33,427.8,102.8,27.079
367,1725,424,606,19,440,627,34,432.92,616.43,26.55
368,2728,428,655,18,449,671,37,439.21,663.56,27.522
369,7,452,63,26,454,65,28,453,64,27
370,2970,445,762,16,463,781,36,453.62,771.37,26.091
371,1581,477,734,20,492,750,35,484.65,742.09,26.65
372,1097,480,406,20,493,421,32,485.92,413.59,25.711
373,7,491,420,26,493,422,28,492,421,27
374,629,493,175,23,509,185,32,501.44,179.85,27.307
375,1691,514,189,21,532,204,35,522.98,196.97,27.932
376,1544,518,121,20,531,137,37,524.98,128.93,28.333
377,2092,526,140,20,544,156,34,534.12,147.71,26.941
378,2275,539,243,20,561,261,35,549.82,251.99,27.128
379,941,569,227,21,584,242,32,575.89,233.53,26.786
380,1293,577,293,20,594,305,34,584.79,299.74,27.072
381,24798,581,193,21,618,236,59,599.67,212.45,40.651
382,3147,589,801,16,607,822,38,597.96,812.36,27.071
383,1822,600,313,20,614,334,33,607.5,323.3,26.963
384,1187,601,724,18,614,738,35,607.43,730.42,27.318
385,2711,599,356,19,619,376,36,610.1,365.24,28.557
386,1981,628,254,21,645,272,34,635.81,263.25,27.831
387,2550,630,93,20,647,115,36,638.92,104.06,28.61
388,827,632,656,23,644,671,34,637.82,663.74,28.197
389,119,645,115,25,652,122,30,648.37,118.85,27.134
390,1851,645,646,18,660,663,35,652.51,653.82,26.227
391,245,664,228,24,673,234,31,668.36,231.18,27.278
392,111,670,185,25,678,189,30,673.86,186.75,27.577
393,1201,665,329,21,680,341,34,672.91,335.2,27.478
394,1176,667,648,18,681,661,33,675.07,654.57,25.485
395,1121,663,205,21,682,217,34,672.62,211.32,26.963
396,2521,679,314,19,696,333,34,687.9,323.71,26.601
397,2317,681,837,17,697,856,36,688.43,847.02,27.192
398,2368,681,579,19,699,598,35,690.73,588.89,27.076
399,1220,692,72,21,709,84,33,700.24,78.139,27.319
400,1079,695,814,21,708,831,33,701.41,821.83,26.336
401,297,700,217,24,710,228,30,705.79,222.45,26.976
402,16,708,210,26,711,213,29,709.31,211.69,27.688
403,984,720,85,20,735,98,32,727.92,91.851,26.305
404,5113,754,707,17,777,732,36,765.26,720.66,27.106
405,12,774,813,26,777,815,28,775.5,814,27
406,7502,776,858,16,801,885,41,789.62,873.03,29.207
407,16,796,809,25,798,812,28,797,810.69,26.688
408,227,876,117,24,885,125,35,880.52,120.8,28.533
409,1094,4,351,23,16,368,33,10.098,360.37,27.815
410,259,22,213,24,30,221,33,25.429,217.13,28.409
411,34,24,445,26,28,449,30,26.029,447.12,28.029
412,1950,19,391,22,36,410,34,27.172,400.13,28.018
413,35,37,138,26,40,142,31,38.543,140,28.486
414,5706,25,47,21,53,73,39,38.888,61.444,28.701
415,6,44,670,27,46,672,28,45,671,27.833
416,3612,54,64,19,74,80,40,64.223,72.026,29.663
417,688,98,639,25,112,653,32,104.7,646.59,28.288
418,1021,118,405,22,142,418,35,131.48,412.05,28.807
419,4038,132,94,20,154,117,36,143.15,105.37,27.816
420,2122,156,404,20,173,422,35,164.89,413.22,27.698
421,2198,158,665,21,177,686,35,166.76,675.47,27.903
422,184,168,764,25,177,774,31,173.2,769.65,28.614
423,239,167,145,22,176,157,31,171.1,151.13,27.038
424,2349,166,223,21,184,243,34,174.09,232.88,26.748
425,3596,180,38,20,195,61,39,187.07,49.066,29.624
426,10140,153,326,20,196,355,46,171.1,339.93,32.974
427,2013,191,585,22,210,602,34,201.57,594.23,27.882
428,2353,198,353,20,212,372,36,205.23,362.63,27.952
429,12,220,460,27,222,463,29,221,461.5,28
430,2632,218,568,21,235,592,35,226.88,580.6,28.191
431,4424,222,309,20,247,329,38,235.06,318.89,28.883
432,124,236,43,26,243,50,32,239.77,46.573,29.056
433,3587,231,74,19,250,91,43,241.2,82.371,31.33
434,568,236,798,22,248,809,32,242.36,804.11,27.389
435,3099,241,124,21,260,143,37,250.34,133.35,28.833
436,4688,235,447,20,260,467,44,247.9,457.99,28.49
437,1407,270,316,20,286,328,36,277.39,321.63,28.431
438,12,274,597,27,276,600,29,275,598.5,28
439,3931,262,806,19,289,825,37,276.7,816.12,27.748
440,1566,286,384,21,301,399,35,294,392.04,27.918
441,809,296,469,21,305,484,35,300.25,475.67,28.817
442,2416,300,187,20,320,202,40,309.91,194.29,29.134
443,3826,356,13,19,376,34,38,366.44,23.313,28.231
444,2315,374,695,19,392,713,36,383.99,704.46,27.151
445,1605,390,729,22,408,744,36,397.85,736.68,28.826
446,3159,401,356,20,418,377,39,409.88,366.7,28.464
447,1819,403,103,20,421,119,35,412.56,111.43,27.97
448,3534,407,333,20,429,353,38,418.72,343.44,28.859
449,4223,433,685,17,456,707,36,443.81,696.67,27.286
450,986,446,30,22,458,46,35,451.88,36.376,28.047
451,148,449,334,25,455,341,32,452.09,336.84,28.682
452,505,451,486,25,465,493,36,457.86,489.48,30.349
453,4888,439,633,19,465,655,37,453.13,644.7,27.343
454,2943,479,590,19,496,611,37,487.56,601.33,28.484
455,67,489,227,27,493,233,32,491.24,229.79,29.627
456,2655,503,574,19,521,592,37,511.56,583.44,27.935
457,734,513,285,24,525,298,32,518.36,291.33,27.673
458,310,516,396,25,527,405,34,521.63,400.73,28.171
459,2934,516,554,21,539,575,36,528.48,565.86,28.063
460,1600,539,546,19,558,560,35,548.26,552.54,28.937
461,2839,536,33,20,554,53,36,545.48,43.762,28.118
462,726,567,514,23,581,527,33,574.34,519.48,28.172
463,955,567,363,24,583,376,44,574.39,370.17,33.288
464,2865,574,464,19,590,482,38,581.87,473.78,28.742
465,5635,574,609,19,600,638,38,586.63,623.7,28.976
466,850,587,648,19,600,662,36,593.16,655.09,27.88
467,2010,588,589,20,604,603,39,595.95,595.7,29.331
468,36,597,43,25,602,45,30,599.11,44,27.611
469,2213,606,7,20,618,29,39,611.69,18.432,29.001
470,5574,598,644,18,628,668,38,613.3,656.48,28.477
471,9412,645,468,20,678,507,47,662.22,490,34.785
472,1031,649,95,22,662,108,34,656.38,101.31,28.358
473,4254,688,786,17,709,812,36,698.49,799.03,27.532
474,2383,710,366,20,724,386,38,716.52,376.45,29.732
475,138,721,76,25,728,82,31,724.37,79.065,28.022
476,87,724,277,26,730,281,32,726.7,278.9,28.908
477,1147,740,798,24,756,812,36,747.67,805.28,29.901
478,517,747,875,25,758,888,34,751.68,881.59,28.735
479,1529,742,102,22,761,116,34,752.26,109.09,27.771
480,4669,776,697,18,799,718,38,787.8,707.44,27.966
481,1908,787,160,21,801,177,36,794.26,168.5,27.564
482,1053,800,498,23,816,511,34,808.62,505.18,28.118
483,1208,805,736,23,820,750,34,812.53,743.33,28.375
484,1532,803,591,22,821,606,36,811.94,598.15,28.822
485,1253,819,12,22,834,26,35,827.04,19.306,28.148
486,32,831,483,27,836,486,29,833.28,484.41,28
487,4453,834,665,18,856,687,38,844.95,676.85,28.311
488,3632,846,309,21,871,331,35,860.51,320.94,28.65
489,1406,865,707,19,881,720,36,873.27,713.71,27.636
490,666,32,499,24,44,510,35,37.73,504.48,29.754
491,2344,38,470,22,59,487,35,49.503,478.76,28.933
492,1455,45,455,22,62,470,35,54.221,462.4,28.732
493,3546,64,397,20,85,417,38,74.126,406.71,29.01
494,325,109,530,26,118,538,35,113.29,534.05,30.732
495,1130,107,599,22,123,613,34,114.73,605.78,27.758
496,5676,109,101,18,132,123,41,120.32,111.85,29.256
497,6180,149,237,20,173,265,39,161.19,251.07,28.612
