value,volume,xmin,ymin,zmin,xmax,ymax,zmax,xCenter,yCenter,zCenter
138,157,723,721,10,733,725,17,727.55,722.83,13.414
139,349,793,814,9,804,827,16,798.03,821.75,13.415
140,538,797,117,8,810,129,17,803.57,122.07,13.247
141,3605,802,728,8,823,749,35,812.96,739.94,22.929
142,159,824,865,9,831,871,17,828.09,868.31,13.025
143,48,855,128,11,860,133,14,857.35,130.44,12.625
144,227,857,257,10,865,265,15,861.12,260.64,13.031
145,311,861,701,11,872,712,18,867.12,706.66,13.826
146,89,876,257,10,880,263,15,878.09,259.79,12.584
147,14,39,39,13,42,42,16,40.5,40.5,14.5
148,386,36,219,9,46,229,18,41.075,224.23,13.982
149,2035,58,122,8,74,136,28,67.104,128.6,17.037
150,186,67,487,12,77,496,17,72.28,491.87,14.618
151,46,115,468,13,118,473,16,116.35,470.24,14.652
152,311,116,177,11,126,185,20,121.6,180.49,15.367
153,221,119,21,11,126,29,18,123.19,25.317,14.335
154,859,142,735,12,155,749,26,148.92,742.94,19.333
155,235,163,157,11,170,168,17,165.88,161.98,14.209
156,22,188,383,11,192,386,15,190,384.27,13.227
157,7,208,75,13,210,77,15,209,76,14
158,528,213,345,11,229,359,21,219.31,352.14,16.112
159,495,240,183,10,250,194,19,245.24,188.81,14.046
160,427,251,209,11,262,221,17,257.11,215.16,14.595
161,1056,253,227,10,269,242,19,261.2,234.63,14.141
162,372,278,652,13,286,663,24,282.38,657.66,18.648
163,74,280,541,13,286,547,18,282.8,544.2,15.473
164,20,301,531,13,304,535,15,302.5,533,14
165,666,328,482,10,340,496,24,334.09,489.82,16.731
166,1217,328,66,8,339,84,22,334.1,75.714,14.973
167,607,413,857,9,425,869,19,419.96,862.8,14.189
168,298,418,291,10,425,300,18,421.26,295,14.235
169,402,419,737,12,429,746,24,423.83,741.39,17.627
170,395,422,503,10,433,513,18,428.07,508,14.18
171,166,450,142,11,455,153,19,452.58,146.89,14.916
172,300,452,496,11,462,506,19,456.81,500.74,15.22
173,21,504,812,12,507,815,16,505.24,813.71,14.048
174,1576,526,742,9,546,757,20,535.98,749.79,15.056
175,33,536,94,12,541,97,16,538.33,95.848,13.879
176,3110,565,670,9,584,691,25,574.35,681.43,16.781
177,107500.,567,73,11,627,133,73,596.59,102.79,42.093
178,20,592,280,13,595,283,15,593.5,281.5,14
179,69,593,336,12,600,343,18,596.09,339.57,15.014
180,777,607,755,8,622,769,20,614.36,762.2,14.601
181,215,609,601,11,620,609,18,615.61,604.47,14.195
182,315,628,252,11,634,262,20,631.09,257.88,15
183,629,626,625,10,640,637,23,633.05,630.75,15.305
184,54,650,373,13,655,379,19,652.87,375.57,15.796
185,657,662,29,9,676,39,20,669.26,34.82,14.406
186,1654,667,630,8,690,647,21,678.46,638.32,15.416
187,512,694,310,10,706,321,21,699.85,315.36,14.428
188,147,728,185,11,736,192,17,731.76,188.68,13.605
189,50207,719,516,9,769,566,56,744.38,539.24,33.337
190,87,764,664,11,769,669,17,766.55,666.71,13.77
191,109,767,148,9,773,153,17,769.98,151.19,13.596
192,403,775,682,9,784,695,18,779.1,688.3,13.419
193,2593,771,799,5,791,818,23,782.13,807.91,14.258
194,647,790,700,9,802,711,20,796.18,705.11,13.847
195,660,802,3,9,810,16,20,805.74,9.8636,14.874
196,229,805,52,11,812,61,18,808.17,57.096,14.616
197,81,834,499,12,839,506,16,836.38,502.54,14.037
198,525,841,430,11,854,445,17,846.79,436.53,14.05
199,19,845,344,13,848,348,16,846.32,345.74,14.368
200,268,845,402,8,853,410,19,849.49,405.66,13.567
201,585,860,149,10,871,159,20,865.55,154.77,14.726
202,1087,19,61,10,30,80,22,25.113,72.239,15.309
203,233,26,279,11,35,287,18,30.661,282.78,14.974
204,7,32,425,14,34,427,16,33,426,15
205,1411,54,152,9,66,167,25,59.505,160.23,17.041
206,39,70,558,13,73,562,17,71.41,560.28,14.949
207,850,64,341,10,85,354,19,74.069,347.52,15.3
208,185,68,354,14,75,362,22,71.632,357.56,18.022
209,27,82,493,13,86,496,16,84.148,494.48,14.519
210,620,101,352,9,112,364,20,105.97,357.96,14.506
211,65,114,757,14,118,761,21,116.25,758.88,17.877
212,1008,136,200,10,151,215,20,143.56,207.98,14.904
213,6117,134,380,11,158,407,33,146.74,391.37,21.477
214,358,150,84,12,159,98,21,153.79,91.302,16.36
215,513,162,105,10,172,117,21,166.9,110.7,15.938
216,1237,170,69,10,185,85,22,177.3,76.878,15.651
217,59,183,378,13,190,383,17,186.59,380.85,15.068
218,1026,196,246,8,209,259,21,202.21,252.17,14.987
219,83,241,252,13,249,257,17,245.2,254.31,14.651
220,36,273,301,13,278,305,16,275.72,302.89,14.861
221,210,298,808,13,307,815,21,301.98,811.66,17.305
222,390,298,147,11,309,156,19,303.35,151.67,14.877
223,373,327,427,13,339,438,22,333.63,432.87,18.319
224,2162,317,128,9,338,144,23,327.5,135.8,15.372
225,1248,323,260,8,336,275,21,329.51,267.71,14.693
226,25,332,428,13,336,431,16,333.68,429.52,14.52
227,1222,348,125,9,362,139,21,354.54,132,14.722
228,574,352,347,10,364,357,21,357.33,351.85,15.078
229,144,358,185,12,365,195,17,361.5,190.28,14.972
230,7,374,505,14,376,507,16,375,506,15
231,1065,394,337,10,411,350,22,402.9,344.32,15.676
232,369,400,64,10,409,75,18,405.1,68.913,13.894
233,309,409,284,11,417,291,20,413.29,287.05,15.055
234,555,412,52,11,425,65,18,418.15,58.193,14.539
235,1046,434,157,10,449,170,21,442.15,163.5,14.947
236,7,450,521,14,452,523,16,451,522,15
237,1000,450,255,10,466,268,21,458.12,262.19,15.455
238,69,461,509,12,467,514,16,463.78,512.01,14.014
239,5720,456,198,8,476,225,31,465.51,210.91,18.199
240,27793,446,814,9,486,859,55,467.14,837.41,37.158
241,547,484,70,11,494,81,20,489.03,75.609,15.062
242,364,499,281,9,508,289,20,503.35,285.37,14.692
243,469,505,182,10,517,193,19,511.17,188.01,14.296
244,1806,512,642,9,529,658,23,521.07,650.02,15.229
245,361,518,330,10,527,340,19,522.57,335.42,14.74
246,919,523,318,10,535,331,23,529.32,325.45,16.445
247,428,547,418,10,556,428,20,551.89,423.72,14.951
248,2164,549,428,9,572,444,22,560.76,435.2,15.324
249,230,557,11,12,567,19,19,561.47,15.096,15.204
250,618,558,28,11,571,42,18,563.56,35.172,14.485
251,472,564,413,10,575,423,21,569.44,417.46,15.678
252,392,595,27,11,605,40,18,600.72,33.087,14.661
253,2546,611,319,9,628,339,24,619.49,330.04,15.745
254,1037,620,424,8,634,437,20,626.16,430.4,14.375
255,182,626,782,12,633,790,19,629.43,786.16,15.137
256,174,627,195,10,634,205,19,630.14,199.68,14.73
257,741,646,22,10,656,38,23,651.44,29.325,16.526
258,2395,649,354,9,667,375,22,658.79,363.7,15.93
259,212,657,665,10,666,673,18,661.27,669.25,14.675
260,764,659,442,9,670,454,23,664.31,448.32,16.295
261,2616,656,202,9,673,226,29,664.35,215.13,17.719
262,156,668,100,13,676,106,21,672.01,103.1,16.942
263,522,672,596,10,682,607,21,677.29,601.77,15.889
264,1796,695,278,9,711,295,24,703.37,286.68,16.561
265,1650,723,573,8,737,588,23,730.45,581.13,15.429
266,1294,724,246,10,741,262,23,732.32,254.6,16.172
267,1770,775,322,9,790,340,24,782.88,332.26,15.462
268,908,788,380,9,801,395,20,795.06,387.52,14.43
269,2672,793,414,9,819,428,23,806.38,421.23,15.691
270,174,813,267,13,823,274,21,818.24,270.82,16.167
271,1235,821,57,10,834,76,22,827.24,66.475,16.278
272,13821,817,558,7,845,588,48,831.28,573.45,32.241
273,20,842,315,14,845,318,17,843.5,316.75,15.5
274,954,834,259,9,849,271,19,842.17,265.05,15.08
275,4543,847,531,8,872,554,24,859.35,543.36,16.093
276,856,856,418,11,868,431,23,861.5,424.78,17.731
277,137,873,93,12,880,98,19,876.34,95.299,15.613
278,27,11,551,14,15,554,18,13.222,552.52,15.963
279,85,15,338,14,21,344,18,18.506,340.72,16.012
280,38,19,434,14,24,438,18,21.842,435.82,15.895
281,7,43,764,15,45,766,17,44,765,16
282,252,47,508,13,55,516,19,50.992,512.14,15.917
283,127,51,757,14,58,763,21,54.433,760.57,16.661
284,3057,57,197,8,75,218,24,66.015,207.67,15.794
285,1022,62,456,12,79,471,22,70.471,463.97,16.533
286,422,74,70,12,86,80,20,79.678,74.623,16.27
287,16,93,859,15,96,862,17,94.312,860.62,16.25
288,376,96,150,13,106,162,19,100.95,155.47,15.559
289,4937,97,13,8,118,40,26,107,25.809,16.098
290,532,106,245,9,115,255,22,109.96,249.92,15.461
291,1195,106,217,10,124,232,22,114.87,224.75,15.735
292,978,129,189,9,143,203,22,135.62,195.88,16.136
293,2546,156,72,8,175,94,23,165.44,83.411,16.101
294,107,176,819,14,181,828,20,178.78,822.91,16.832
295,678,177,871,13,185,887,24,180.87,879.48,18.283
296,28,199,858,14,202,863,17,200.14,860.86,15.321
297,1046,197,812,14,214,831,34,204.57,820.98,23.425
298,2313,207,179,9,222,198,24,214.83,188.2,16.091
299,577,216,88,10,226,101,20,220.61,94.702,15.451
300,427,221,71,13,231,81,23,225.89,76.101,17.126
301,1792,238,11,9,251,28,27,244.29,19.147,17.669
302,1545,246,140,9,262,157,23,253.94,149.16,16.116
303,597,253,684,12,261,698,25,256.6,691.5,19.003
304,758,265,404,12,276,418,23,270.82,411.04,17.276
305,202,281,739,13,289,745,24,285.21,742.36,17.866
306,95,307,436,15,315,443,21,310.92,439.52,17.589
307,587,308,75,11,321,85,22,315.03,79.567,16.126
308,510,325,544,12,336,554,22,330.55,549.72,16.661
309,74,333,351,14,339,358,18,336.03,355.04,16.23
310,2541,334,82,9,354,99,24,344.23,90.912,16.609
311,422,348,376,12,358,383,22,352.76,379.33,16.403
312,2777,347,460,9,367,480,24,357.35,471.15,16.584
313,1401,366,451,10,379,467,24,373.22,458.93,16.892
314,329,367,688,10,381,695,20,375.51,691.16,15.675
315,287,423,187,13,434,195,19,428.41,190.99,15.321
316,192,433,228,13,441,236,20,436.97,232.02,16.755
317,88,450,521,14,457,528,19,454.08,524.42,16.83
318,1387,449,221,11,463,238,24,456.99,229.76,17.586
319,12,487,415,15,490,417,17,488.5,416,16
320,754,484,288,11,498,301,23,490.89,293.96,16.951
321,679,486,49,12,500,59,22,492.38,53.876,16.617
322,510,489,797,13,498,810,23,493.02,803.71,17.745
323,12,501,180,15,503,182,18,502,181,16.5
324,7,503,667,15,505,669,17,504,668,16
325,733,512,538,10,526,547,22,519.73,542.85,15.292
326,2898,516,73,10,535,91,26,525.62,82.259,17.486
327,192,527,826,14,535,833,21,530.67,828.77,17.214
328,1666,543,521,11,558,540,28,550.6,530.89,19.094
329,27,562,250,14,566,253,17,564.15,251.15,15.481
330,1130,569,9,12,582,27,23,575.85,17.891,16.742
331,1428,569,261,9,586,274,22,578.39,266.96,15.274
332,135,593,192,12,599,198,20,595.81,195.12,15.674
333,1251,589,582,9,603,595,25,596.18,588.92,16.324
334,3126,595,728,9,612,751,24,603.42,740.74,16.858
335,3550,607,340,8,627,364,26,616.86,352.3,16.944
336,665,611,76,11,626,86,22,618.8,81.128,16.095
337,3197,626,738,9,644,762,26,634.48,749.49,17.154
338,55,650,231,15,654,238,18,651.93,234.15,16.6
339,3422,687,773,7,706,798,24,696.46,783.21,15.565
340,1051,694,334,10,709,348,21,701.53,341.67,15.819
341,684,697,853,11,709,866,21,703.45,860.82,15.975
342,628,708,167,10,718,178,21,713.06,172.09,14.989
343,225,729,202,13,736,210,20,732.42,206.44,16.396
344,4636,729,103,8,755,123,28,740.31,112.46,17.104
345,14,762,571,15,766,574,18,764,572.5,16.5
346,682,768,414,10,778,425,22,772.16,419.58,16.066
347,1398,768,46,10,781,64,24,774.62,54.932,16.753
348,1987,776,706,9,791,724,25,783.24,715.36,16.469
349,7,784,761,15,786,763,17,785,762,16
350,1824,777,16,10,794,34,23,785.71,25.567,15.993
351,2628,790,559,9,807,578,25,798.08,568.02,16.669
352,1899,792,185,9,807,204,25,799.18,194.95,16.023
353,2163,797,668,9,817,685,25,806.75,676.3,16.807
354,1150,811,438,10,825,450,23,818.72,444.42,16.976
355,2168,811,485,9,829,505,23,819.85,494.87,15.851
356,3425,813,392,8,837,410,24,825.02,401.59,15.856
357,506,819,96,14,837,113,26,828.93,104.54,19.227
358,533,834,378,12,846,388,21,839.92,382.87,15.79
359,1675,833,527,10,850,545,22,841.21,534.58,16.464
360,316,844,494,12,853,501,22,848.1,497.76,16.763
361,342,864,265,13,875,275,20,868.75,269.78,16.202
362,3873,859,729,7,878,750,29,869.31,739.47,18.007
363,7,4,773,16,6,775,18,5,774,17
364,2100,5,49,12,23,74,24,13.669,59.405,17.72
365,179,14,496,14,22,503,20,18.263,500.16,17.028
366,2614,27,175,8,45,191,27,35.98,183.04,17.624
367,3589,33,404,14,53,424,33,43.351,412.97,22.095
368,1371,37,287,12,54,304,23,45.976,295.26,17.164
369,54,47,173,16,52,179,21,49.111,176.06,18.537
370,2369,60,262,11,81,280,25,70.168,271.49,17.618
371,22847,57,367,15,94,406,51,77.016,386.87,32.144
372,972,95,405,12,109,419,23,101.88,411.65,17.104
373,43,134,552,15,140,556,20,136.84,554.33,17.488
374,1520,136,55,8,151,69,25,143.12,62.129,16.998
375,3454,142,180,9,163,199,25,153.35,190.1,16.932
376,126,169,537,15,175,545,22,172.42,540.87,18.675
377,2758,167,46,8,186,64,25,176.37,54.816,16.93
378,216,178,602,14,186,612,24,181.76,606.2,18.593
379,292,181,751,14,192,759,22,186.88,755.31,17.497
380,7,194,375,16,196,377,18,195,376,17
381,4448,190,85,7,212,106,26,200.68,96.246,17.128
382,480,196,375,13,211,386,20,204.75,380.95,16.985
383,1024,206,743,12,223,760,25,213.6,751.91,18.603
384,2124,260,346,10,278,362,25,270.19,353.08,17.324
385,686,280,325,12,292,336,27,285.43,330.22,19.319
386,209,288,231,14,295,240,22,291.72,235.35,17.722
387,53,290,593,15,297,597,20,293.47,594.79,17.453
388,796,298,243,10,307,256,24,302.06,249.79,16.928
389,1718,296,458,10,313,473,24,304.38,465.37,16.815
390,2377,300,7,11,322,23,25,312.38,15.923,18.069
391,1921,311,265,9,325,280,26,317.54,272.49,17.271
392,360,333,563,13,345,574,21,338.86,568.17,17.158
393,534,335,550,11,351,561,21,343.46,554.78,16.893
394,387,345,434,13,353,446,23,349.91,439.5,17.703
395,47,361,511,15,364,516,20,362.36,513.55,17.468
396,12,377,231,16,380,234,18,378.5,232.5,17
397,29,379,164,16,384,167,18,381.79,165.31,17
398,61,400,691,13,408,696,19,403.8,693.61,16.525
399,1328,408,522,10,421,540,23,414.39,531.33,16.998
400,2722,440,652,10,458,670,26,448.88,661.82,18.265
401,16,452,519,15,455,521,18,453.69,520,16.688
402,2036,458,742,11,472,761,26,464.42,751.52,18.712
403,342,465,272,10,472,281,21,468.58,276.72,15.462
404,2275,490,9,10,506,28,24,498.11,18.48,16.78
405,4580,497,476,11,516,505,29,507.25,491.48,20.055
406,1459,505,572,9,523,586,24,513.9,579.73,16.792
407,1090,516,151,12,529,168,24,522.64,159.86,18.22
408,1192,511,11,12,531,25,26,522.12,18.099,17.994
409,343,531,161,14,540,171,23,535.34,166.09,18.207
410,807,531,353,10,545,365,22,538.22,359.21,16.844
411,897,546,672,10,560,684,24,552.12,678.82,17.718
412,956,549,158,10,563,171,24,556.04,164.61,17.141
413,747,572,184,13,586,198,21,579.61,191.23,17.826
414,5515,566,745,8,591,769,27,579.26,756.4,17.443
415,1030,582,163,10,593,181,23,587.38,171.08,17.174
416,108,590,323,14,597,330,20,593.58,326.24,16.898
417,84,597,677,15,602,684,19,599.21,680.76,17.262
418,1679,623,567,11,638,587,24,631.18,576.8,17.237
419,3642,621,831,9,641,851,27,630.32,840.63,17.857
420,3390,627,20,10,646,43,26,635.65,31.015,18.098
421,78,651,339,15,657,346,20,654.19,343.18,17.615
422,835,646,413,11,660,426,23,653.54,420.02,16.95
423,3568,655,612,8,670,633,30,663.15,622.35,19.059
424,3028,666,470,12,690,489,28,677.65,479.03,19.57
425,28,672,655,16,675,658,20,673.32,656.18,18
426,756,668,309,11,680,320,27,674.76,315.05,19.103
427,2823,684,261,9,703,282,25,693.71,271.42,17.235
428,340,751,765,13,758,777,26,754.42,770.68,19.718
429,441,760,335,13,772,346,20,765.95,340.84,16.535
430,3467,755,773,9,775,797,26,764.96,785.09,17.317
431,7,782,205,16,784,207,18,783,206,17
432,1320,785,454,12,798,472,24,790.74,462.69,17.93
433,2748,790,437,9,810,456,26,799.63,446.52,18.222
434,1734,802,841,10,814,859,26,808.02,849.87,17.86
435,2121,808,544,8,824,560,25,815.66,552.46,16.853
436,551,812,188,12,825,200,20,818.73,194.16,16.437
437,3466,809,132,10,833,152,26,821.17,141.43,17.459
438,570,818,83,12,830,97,24,824.98,89.596,16.974
439,6026,820,711,9,844,738,33,832.19,725.56,19.421
440,5269,818,745,8,845,765,37,831.63,755.07,18.366
441,4444,824,828,7,846,848,28,835.36,837.81,17.461
442,1925,866,303,9,881,318,25,873.96,311.16,16.939
443,1102,17,351,12,29,366,24,23.197,358.32,17.868
444,446,22,803,15,34,813,24,27.747,807.74,19.565
445,1231,34,340,11,51,354,25,41.903,346.73,17.809
446,1554,45,315,11,61,331,24,53.29,323.41,18.075
447,2854,55,239,9,71,258,26,63.052,248.38,17.358
448,1095,81,275,12,96,289,24,87.842,281.85,17.576
449,17,110,155,17,114,158,19,112,156.35,18
450,194,119,322,16,127,331,22,123.4,326.82,18.66
451,579,129,498,14,142,512,21,135.94,504.86,17.477
452,922,137,414,13,150,431,23,144.33,422.25,17.351
453,42221,115,137,10,159,184,49,136.93,160.86,29.02
454,4486,156,247,8,179,269,27,167.24,257.66,17.533
455,2382,151,206,12,172,227,26,162.7,215.92,18.685
456,12,194,25,17,196,28,19,195,26.5,18
457,608,195,163,13,206,175,23,200.2,169.36,18.306
458,892,201,591,13,213,608,24,206.95,598.99,18.581
459,2981,198,722,11,218,746,26,208.6,732.98,18.735
460,647,219,586,15,236,600,26,227.2,592.2,19.264
461,820,260,721,11,275,732,23,267.14,726.81,17.407
462,376,269,277,14,276,290,23,272.49,283.88,18.715
463,292,268,646,13,276,656,21,272.25,651.29,16.993
464,84,288,430,15,294,436,20,290.93,433.29,17.75
465,1946,284,579,11,303,597,28,293.45,588.17,21.051
466,131,324,757,13,331,763,21,328.08,759.92,17.252
467,52,331,737,16,336,743,19,333.38,740.12,17.827
468,2521,326,224,9,344,244,26,334.27,233.27,17.954
469,3765,341,2,9,361,22,27,350.82,11.918,18.156
470,8931,337,607,12,366,640,40,350.88,620.36,25.229
471,630,371,664,13,382,679,20,376.15,671.52,16.929
472,1381,370,477,11,384,491,25,377.21,484.41,18.092
473,378,413,225,15,421,241,23,417.07,232.84,18.947
474,1641,432,403,10,448,417,27,440.48,410.11,18.525
475,507,440,194,12,449,204,22,444.87,198.51,18.008
476,1977,458,401,10,476,418,24,467.7,409.53,17.037
477,37,472,174,16,476,178,21,474.35,175.95,18.649
478,1892,511,112,11,525,129,27,517.51,120.7,18.531
479,125,525,342,16,535,348,21,529.88,345.62,18.472
480,1097,528,798,10,539,810,27,533.31,804.3,19.537
481,340,545,337,15,555,350,23,549.76,343.07,18.8
482,405,551,359,13,562,370,21,557.49,364.34,17.212
483,2711,564,352,9,583,368,28,573.22,360.09,18.745
484,480,572,660,14,584,671,22,578.48,665.16,18.473
485,3290,592,244,12,612,270,26,601.97,256.55,18.792
486,1598,595,837,11,612,852,25,602.96,845.25,18.32
487,996,599,218,12,612,230,24,605.49,223.71,17.981
488,3444,611,380,10,632,402,26,621.83,392.15,18.456
489,1618,620,488,9,635,502,24,627.61,495.03,17.318
490,2121,625,358,9,640,377,26,631.89,367.91,18.463
491,2752,633,774,8,652,794,27,642.87,784.52,18.041
492,3334,635,120,10,655,140,26,645.3,130.19,17.729
493,3781,636,192,8,657,210,29,645.85,201.79,18.204
494,8468,698,456,9,726,486,32,712.23,470.56,19.862
495,219,723,810,15,730,817,24,726.65,813.43,19.438
496,5581,712,634,8,737,662,31,724.93,644.49,20.349
497,2161,732,858,9,750,873,24,740.57,866.08,17.074
498,16,762,763,17,765,766,20,763.31,764.69,18.312
499,30,768,125,17,771,129,21,769.43,127.27,19.3
