value,volume,xmin,ymin,zmin,xmax,ymax,zmax,xCenter,yCenter,zCenter
58,76,251,283,41,258,292,46,254.62,287.11,43.5
59,1616,543,287,36,563,304,51,552.85,294.72,43.386
60,141,82,849,41,89,858,47,84.965,853.79,43.865
61,57,83,55,42,88,61,47,85.614,58.035,44.719
62,579,494,530,40,506,541,50,499.87,535.47,45.207
63,563,536,300,36,547,310,48,541.69,305.07,42.584
64,194,23,753,42,32,763,48,28.026,757.82,45.351
65,26626,18,715,43,58,753,84,38.194,733.54,64.398
66,24,52,684,43,55,688,46,53.833,686.38,44.833
67,187,98,707,43,105,717,48,101.04,712.33,45.497
68,12,102,717,44,105,719,46,103.5,718,45
69,374,102,718,41,116,731,48,108.9,723.25,44.901
70,71,144,750,43,150,754,49,146.9,752.01,45.648
71,25,45,842,45,48,846,48,46.6,843.84,46.6
72,144,65,741,44,72,751,49,68.562,745.73,46.847
73,7,150,750,45,152,752,47,151,751,46
74,12,166,581,45,168,584,48,167,582.5,46.5
75,3619,403,104,40,422,124,68,412.33,113.79,53.47
76,286,500,45,43,511,55,49,504.65,50.549,46.119
77,937,511,36,39,524,55,53,516.74,43.692,46.188
78,33,705,23,44,707,26,50,706,24.242,46.909
79,1522,6,754,46,24,775,58,13.598,765.98,51.341
80,7,37,840,46,39,842,48,38,841,47
81,49,51,689,45,55,695,48,53.327,692.53,46.612
82,164,54,861,43,61,869,49,57.787,865.24,46.366
83,7,80,218,46,82,220,48,81,219,47
84,7,83,693,46,85,695,48,84,694,47
85,7,131,759,46,133,761,48,132,760,47
86,18220,132,324,46,185,366,79,164.78,343.88,62.611
87,910,160,542,46,173,557,59,167,550.1,52.823
88,16,196,433,46,199,435,49,197.69,434,47.688
89,26,339,451,45,342,454,48,340.69,452.5,46.692
90,20,369,431,46,372,434,49,370.5,432.5,47.25
91,120,489,6,44,495,13,49,491.52,9.6333,46.717
92,320,491,641,43,499,651,52,495.52,645.76,47.059
93,236,503,597,43,519,603,50,511.75,599.67,47
94,55,546,303,45,551,308,50,548.6,305.49,47.2
95,81,617,210,45,625,214,49,621.4,211.9,47.111
96,278,16,733,46,23,743,55,19.849,737.77,51.568
97,7,96,244,47,98,246,49,97,245,48
98,104,99,386,46,106,391,51,102.8,388.5,48.644
99,29,119,496,46,122,500,50,120.52,497.83,48.31
100,2470,110,336,45,139,356,59,121.84,345.43,51.009
101,109,168,803,46,172,815,50,169.7,808.4,48.321
102,224,241,447,45,249,456,54,245.26,450.94,48.982
103,3065,333,414,47,361,438,67,346.35,427.2,53.887
104,20,349,677,47,352,681,49,350.8,679,48
105,749,563,103,42,579,118,51,569.81,110.47,47.21
106,793,4,380,46,24,393,58,13.4,387.65,50.113
107,21,128,314,47,131,317,51,129.24,315.71,49.048
108,85,149,409,47,155,414,52,152.02,411.12,49
109,160,150,528,47,159,535,53,154.09,530.89,49.544
110,7,156,207,48,158,209,50,157,208,49
111,93,181,283,48,189,289,52,185.39,285.98,49.935
112,29,221,380,48,225,383,51,223.31,381.24,49.759
113,17,230,622,48,233,625,51,231.35,623.35,49.353
114,88,263,699,47,269,704,52,265.95,702.23,49.261
115,7,292,686,48,294,688,50,293,687,49
116,674,5,418,46,19,431,56,12.798,423.75,50.953
117,754,7,478,46,17,491,64,11.928,484.57,53.877
118,271,7,637,48,17,647,55,12.413,641.79,50.539
119,232,24,426,46,31,436,53,27.677,430.39,49.177
120,1015,20,704,46,32,722,58,26.268,713.57,51.808
121,9295,24,511,47,49,540,75,37.067,525.59,61.015
122,455,52,584,46,67,592,54,58.793,588.47,50.112
123,64,57,129,47,63,133,52,60.062,130.67,49.672
124,100,62,551,48,68,557,53,65.1,554.53,50.27
125,199,84,862,49,92,874,55,87.814,869.64,52.261
126,45,93,138,46,96,143,52,94.422,140.69,49.444
127,59,103,583,48,109,588,54,105.95,585.78,50.475
128,671,98,52,47,115,64,55,105.62,57.186,50.738
129,43,144,856,49,149,860,52,146.21,858.02,50.326
130,40,156,374,48,160,379,52,157.93,376.3,49.95
131,44,174,301,48,179,305,52,176.55,303.14,49.523
132,3975,164,229,47,192,249,71,175.4,239.14,60.327
133,1064,197,333,49,209,350,67,203.82,342.54,57.71
134,7,260,322,49,262,324,51,261,323,50
135,651,257,419,46,274,432,57,264.63,425.86,51.258
136,310,264,445,47,276,453,54,269.48,449.65,49.942
137,7,271,511,49,273,513,51,272,512,50
138,316,288,440,48,299,452,56,293.95,445.99,51.057
139,328,293,330,49,305,340,55,298.01,335.46,51.784
140,179,382,605,48,391,615,53,386.56,610.23,50.229
141,418,415,473,48,427,485,55,421.79,478.95,50.833
142,41,641,93,49,645,97,52,642.95,95.293,50.561
143,31,719,6,49,725,9,53,721.97,7.5161,50.839
144,124,10,142,48,17,148,54,13.702,145.05,51.065
145,1770,7,618,46,20,638,61,13.312,627.92,52.181
146,90,17,413,48,22,419,54,19.111,416.37,51.044
147,57,20,401,49,24,406,53,21.754,403.23,50.86
148,61,22,460,49,26,466,53,23.77,463.13,50.869
149,1087,20,566,46,35,584,57,27.351,575.13,51.251
150,9892,6,778,47,49,802,79,31.077,789.16,63.645
151,371,24,799,47,34,811,59,29.183,805.2,54.167
152,1815,26,639,48,44,656,67,35.503,647.74,57.661
153,1810,39,462,46,61,477,59,50.85,469.48,51.942
154,1218,42,111,47,55,127,60,48.953,118.4,53.129
155,272,49,716,48,57,725,57,52.908,720.5,52.327
156,532,53,402,46,63,415,55,57.455,407.77,50.173
157,2222,50,480,46,69,499,62,58.688,489.48,53.343
158,163,67,475,48,72,483,55,69.245,479.1,51.804
159,3688,63,414,47,89,440,69,76.824,426.97,54.875
160,185,87,563,49,95,572,56,90.665,568.04,52.276
161,243,87,781,48,95,790,54,90.733,785.53,50.79
162,2350,108,696,45,131,715,60,120.35,705.87,51.501
163,696,113,429,47,127,442,58,119.6,435.35,50.759
164,661,120,303,47,132,313,60,125.65,307.82,53.091
165,1909,118,398,46,134,421,64,125.23,410.39,54.73
166,21,130,311,49,134,314,52,132.05,312.52,50.714
167,518,154,64,47,164,75,59,158.8,69.423,52.392
168,169,172,283,48,182,288,54,176.57,285.27,51.024
169,126,177,559,48,184,565,52,180.06,562.06,50.421
170,4765,188,513,47,209,533,72,197.87,522.88,60.689
171,641,203,878,48,215,888,60,208.71,883.45,54.002
172,789,205,336,48,223,351,55,213.16,342.98,51.463
173,1449,200,790,48,218,808,61,208.88,799,54.516
174,281,222,565,48,232,574,54,227,569.39,50.466
175,266,254,548,47,264,557,54,259.86,552.81,50.293
176,85,269,300,50,276,307,54,272.44,303.61,51.918
177,21,270,868,50,273,872,53,271.76,869.95,51.524
178,96,278,497,49,287,503,54,282.17,499.97,51.469
179,12,287,319,50,290,321,52,288.5,320,51
180,299,287,389,48,295,399,55,291.33,393.6,51.348
181,119,298,358,47,307,363,53,302.39,360.56,50.151
182,5857,303,13,50,326,39,70,314.54,27.672,59.195
183,139,309,224,49,315,232,54,311.91,227.65,51.259
184,99,316,101,49,322,107,53,318.61,104.18,50.778
185,8427,361,542,49,392,578,71,377.01,559.21,59.832
186,19,391,600,50,395,603,53,393.05,601.37,51.632
187,156,421,462,48,429,469,55,425.86,465.15,50.885
188,6,435,510,50,436,512,52,435.83,511,51
189,11,437,509,50,439,512,52,438.36,510.55,51
190,7,557,796,50,559,798,52,558,797,51
191,41,700,24,50,704,28,53,701.9,25.829,51.439
192,57,2,791,50,7,797,54,4.1228,794,52.228
193,41,12,325,51,17,330,54,14.488,327.59,52.195
194,1321,20,772,46,40,783,61,27.847,776.9,52.902
195,2328,25,661,46,44,680,59,34.529,670.52,51.69
196,2127,36,331,46,53,355,61,45.407,340.35,53.941
197,155,41,713,49,49,720,56,45.161,716.01,52.329
198,1707,40,636,46,56,656,58,47.714,645.86,52.27
199,539,42,656,47,55,665,58,48.299,660.81,52.219
200,1243,46,619,45,63,633,56,54.635,626.21,50.424
201,427,57,515,48,69,526,59,63.361,521.62,53.504
202,1764,55,652,43,75,666,64,65.119,659.65,53.344
203,7,64,15,51,66,17,53,65,16,52
204,4772,50,405,46,72,428,71,61.724,416.45,59.149
205,176,67,26,50,73,37,56,70.085,30.722,53.028
206,12,95,388,51,97,390,54,96,389,52.5
207,537,101,63,47,110,76,56,105.24,70.546,51.672
208,114,126,253,48,132,258,54,129,255.52,51.298
209,2362,129,706,47,160,722,62,142.98,714.21,53.171
210,2266,133,403,47,151,427,60,140.04,413.19,52.556
211,155,140,839,49,147,847,55,143.35,842.72,52.29
212,127,142,230,49,148,236,57,145.39,233.18,52.835
213,467,141,435,48,150,446,59,145.63,440.54,52.589
214,37,151,101,51,154,107,55,152.32,104.19,52.784
215,2892,174,351,47,193,380,62,182.73,363.49,54.023
216,164,174,691,49,185,698,54,180.1,694.13,51.03
217,602,176,241,47,188,251,57,182.56,246.14,51.699
218,428,188,239,48,195,250,59,191.2,245.2,53.526
219,815,210,579,47,221,594,59,214.79,587.41,53.67
220,400,210,763,48,221,770,57,215.44,766.5,52.013
221,546,218,507,47,229,517,59,224.11,511.78,52.828
222,45,237,382,50,240,387,55,238.53,384.49,52.622
223,3005,224,248,47,247,270,70,233.12,259.2,58.125
224,8014,264,548,47,293,572,74,278.82,559.69,61.175
225,12,278,6,51,280,8,54,279,7,52.5
226,963,278,186,48,293,199,61,284.63,192.5,54.316
227,74,286,102,50,291,108,55,288.78,104.61,53.243
228,47,285,821,50,290,826,54,287.68,823.17,51.745
229,2559,279,528,47,302,550,59,290.42,538.54,52.542
230,191,292,591,49,302,600,54,296.75,595.73,51.66
231,524,303,434,48,312,446,58,307.79,440.29,52.853
232,257,307,560,49,320,570,54,313.13,565.18,51.545
233,772,323,623,48,335,636,61,328.43,629.4,55.198
234,513,321,565,49,331,573,65,326.13,569.28,55.035
235,173,330,601,49,338,611,54,333.8,605.8,51.509
236,499,346,518,48,356,528,60,350.99,523.37,53.88
237,976,352,589,48,364,603,62,358.29,595.91,53.486
238,231,356,347,49,364,355,56,359.65,350.66,52.333
239,358,368,718,49,377,727,56,372.17,722.92,52.251
240,283,385,323,49,394,330,60,389.21,325.81,54.954
241,395,388,690,49,398,701,56,392.94,695.37,52.648
242,95,411,282,50,416,286,56,413.76,283.94,52.674
243,8365,431,841,49,468,867,71,446.89,853.34,59.993
244,46,469,148,50,474,153,53,471.63,150.57,51.63
245,1822,468,853,50,488,873,67,477.96,860.26,57.647
246,85,491,549,51,496,557,54,493.2,552.87,52.247
247,822,498,48,49,514,58,65,504.54,53.273,55.775
248,34,607,782,51,611,787,54,608.91,784.47,52.853
249,6108,686,15,51,710,39,78,697.63,27.436,65.233
250,32,839,242,50,844,246,53,841.72,243.88,51.844
251,685,10,579,46,24,589,60,16.145,584.3,53.308
252,564,17,545,47,31,557,59,24.122,552,52.543
253,1227,29,115,47,43,129,59,35.739,121.64,53.209
254,629,31,694,47,42,705,58,36.905,699.28,53.312
255,826,43,691,46,56,703,59,48.729,697,52.521
256,2558,33,852,49,57,875,66,44.507,863.72,56.396
257,536,55,862,49,64,878,57,59.722,869.48,53.149
258,20,58,378,51,62,381,54,60,379.5,52.5
259,567,57,500,48,67,511,57,61.981,505.92,53.002
260,3167,51,354,48,69,373,68,59.768,364.02,57.365
261,1888,57,450,46,73,466,63,65.578,457.85,53.898
262,661,60,296,48,73,309,58,66.159,302.58,53.221
263,1387,70,578,48,86,595,59,77.701,587,52.818
264,5080,71,392,52,98,413,75,86.259,403.26,64.423
265,595,109,863,48,121,875,57,115.58,868.63,52.482
266,1482,119,85,47,134,101,61,126.19,92.795,53.957
267,627,122,104,48,135,117,58,128.35,110.27,53.483
268,10234,126,682,48,152,711,78,139.02,695.75,62.036
269,8099,153,208,48,178,237,76,165.76,221.57,61.739
270,582,156,468,48,165,481,60,160.47,474.63,54.211
271,2091,164,123,47,182,141,61,172.93,132.64,53.812
272,117,174,873,50,180,880,56,176.91,876.32,53.026
273,657,187,50,48,201,59,63,192.3,54.265,54.569
274,1790,193,209,48,211,229,62,201.89,219.06,54.502
275,187,213,325,50,221,334,57,217.01,329.28,53.754
276,942,215,653,49,229,664,64,222.38,658.27,56.018
277,1510,232,493,48,248,510,60,241.12,500.6,53.492
278,280,237,710,50,247,717,57,242.5,713.24,52.914
279,37,248,243,51,252,248,55,249.7,245.49,53.243
280,1814,248,429,47,264,449,60,254.99,439.64,53.997
281,185,252,25,50,260,31,59,256.17,27.892,54.357
282,147,256,449,49,261,456,58,258.11,452.62,53.469
283,555,263,324,49,275,336,59,268.18,330.04,52.957
284,66,277,509,51,283,513,55,279.8,510.65,52.848
285,724,291,714,48,304,725,59,297.94,718.95,53.492
286,6866,284,280,48,309,305,72,295.26,291.77,59.637
287,5849,302,41,51,325,69,70,312.72,55.254,60.549
288,1026,311,617,49,326,629,61,318.56,623.61,54.232
289,599,313,608,50,327,618,60,319.76,612.79,54.977
290,955,325,676,49,342,688,61,332.82,681.94,54.312
291,1291,319,635,48,335,656,60,327.63,646.12,54.113
292,576,329,411,49,340,422,60,334.59,416.68,54.332
293,623,330,511,48,341,526,57,335.12,518.08,52.742
294,230,333,48,50,342,57,55,338.83,51.957,52.778
295,412,341,317,48,352,327,56,347.13,322.17,52.296
296,187,350,618,50,358,625,58,354.26,621.64,53.449
297,371,355,523,48,362,533,62,359.1,527.8,54.717
298,808,361,216,49,375,227,60,367.87,221.95,54.104
299,218,376,651,49,384,659,57,379.94,654.19,53.092
300,695,376,675,48,386,687,60,380.64,680.85,53.317
301,34,380,662,51,383,666,55,381.5,664.24,53.147
302,56,388,417,51,393,422,56,390.38,419.73,53.446
303,104,414,681,51,421,685,56,417.12,683.06,53.394
304,2799,431,337,50,450,352,72,440.16,344.16,60.68
305,189,444,484,50,454,490,58,449.17,486.8,53.497
306,7,469,307,52,471,309,54,470,308,53
307,58,470,700,52,476,706,55,472.6,703.17,53.034
308,23,473,100,52,476,103,55,474.39,101.39,53.609
309,55,472,341,52,478,345,56,474.82,343.2,53.8
310,15005,465,145,50,497,174,87,479.82,159.88,69.133
311,134,487,595,51,492,603,56,489.8,599.03,53.321
312,35,500,626,52,505,631,55,502.46,628.83,53.229
313,30,502,720,52,506,724,56,503.87,722.23,53.533
314,162,536,595,50,546,602,55,541.13,598.91,52.784
315,4831,520,155,51,544,180,70,531.31,168.23,59.879
316,7206,630,484,51,653,509,85,641.88,496.87,68.328
317,19,694,787,52,698,790,55,695.95,788.37,53.368
318,151,823,117,51,830,123,56,826.62,120.27,53.073
319,1767,7,716,46,24,733,62,14.614,723.84,53.988
320,7311,4,152,48,44,180,69,25.257,166.5,57.666
321,720,13,446,49,25,460,60,18.065,452.95,54.544
322,14211,14,461,46,48,497,73,30.502,479.04,59.368
323,3456,28,618,49,47,641,70,37.589,629.11,59.078
324,278,56,494,53,65,501,66,60.191,497.61,59.525
325,34,60,141,53,66,144,55,62.647,142.26,54
326,4123,65,682,45,84,705,66,73.742,694.39,54.724
327,3145,67,275,47,84,301,64,75.333,289.01,55.231
328,3423,67,493,47,90,512,62,78.003,502.35,55.174
329,1345,72,667,47,83,683,61,77.244,674.47,54.117
330,4416,69,357,47,92,382,65,79.998,369.31,55.239
331,3098,62,184,48,87,202,70,75.402,191.83,57.782
332,96,86,487,50,92,491,56,89.094,488.81,52.979
333,660,93,303,48,105,317,59,98.362,309.4,53.686
334,39067,65,467,48,107,510,103,87.876,487.69,79.419
335,1445,92,853,47,111,868,61,101.56,860.13,53.865
336,1989,104,417,46,119,435,65,110.37,425.73,54.761
337,1268,139,366,47,153,382,60,145.84,373.99,53.511
338,2167,144,668,47,165,687,63,152.91,678,55.102
339,11329,152,686,47,184,730,75,169.77,711.4,59.163
340,368,166,879,51,176,888,59,170.99,883,54.168
341,1792,179,296,48,197,314,61,187.65,305.76,54.168
342,2439,183,152,48,199,175,63,191.53,162.82,55.371
343,454,199,322,48,210,334,57,204.42,328,52.941
344,1803,207,299,47,223,317,61,215.07,308.31,53.643
345,1028,216,863,50,231,876,63,224.02,869.13,55.012
346,2542,215,443,47,235,462,63,224.84,453.06,54.363
347,1418,219,546,47,233,561,61,226.21,553.19,53.982
348,1610,222,199,49,240,213,63,230.95,205.73,56.147
349,2291,232,797,48,251,816,61,241.37,807.79,53.66
350,127,249,17,50,255,23,58,252.19,19.37,54.26
351,1667,252,864,50,273,883,64,263.21,872.43,55.03
352,109,259,17,49,265,22,56,261.95,19.817,52.688
353,2279,254,63,48,278,81,60,266.1,71.735,53.355
354,2143,266,682,48,282,704,61,273.97,693.66,53.909
355,290,278,785,52,286,797,58,282.45,791.24,54.966
356,2805,294,384,48,312,404,63,302.24,394.16,54.682
357,1538,297,305,48,315,319,60,305.58,312.47,53.898
358,1662,319,104,49,336,119,62,327.35,110.8,54.297
359,1653,322,702,48,336,722,61,329.05,711.97,54.754
360,674,329,662,49,339,673,60,334,667.59,54.708
361,623,332,525,50,346,537,61,339.57,530.96,55.607
362,900,335,568,49,347,580,62,340.73,574.37,54.384
363,1005,336,488,48,348,501,60,341.86,494.23,53.772
364,1239,344,530,48,360,542,63,352.46,536.14,54.948
365,1443,355,389,51,370,410,66,361.72,400.88,58.227
366,785,350,21,50,368,30,60,358.53,25.451,54.171
367,215,360,485,51,369,494,60,363.75,488.78,55.437
368,1031,357,235,49,374,248,62,365.63,240.85,55.081
369,932,361,507,50,374,522,60,367.11,513.93,54.477
370,892,359,249,50,374,263,59,366.66,256.2,54.242
371,2200,360,525,48,376,541,64,367.72,532.35,55.431
372,114,368,151,50,375,157,56,371.34,154.35,53.289
373,17994,368,238,51,400,270,91,384.34,253.39,72.113
374,1241,386,474,48,402,486,62,393.55,480.12,54.463
375,531,388,194,49,400,203,58,393.77,198.62,53.866
376,2140,390,740,48,408,757,62,399.7,748.65,54.094
377,7,411,867,53,413,869,55,412,868,54
378,236,412,709,51,425,715,58,419.38,712.16,54.542
379,802,415,714,50,430,727,59,421.98,719.95,54.546
380,84,420,629,51,425,634,58,422.37,631.56,54.298
381,584,421,405,50,435,415,58,428.01,409.44,53.627
382,68,441,106,52,446,111,57,443.41,108.49,54.603
383,80,441,352,53,449,356,60,444.59,353.91,56.075
384,681,452,342,51,465,356,61,458.96,349.2,55.664
385,1493,449,172,50,467,184,67,457.97,178.39,57.743
386,150,462,147,52,471,156,58,466.27,151.18,54.933
387,69,462,203,52,467,207,58,464.71,205.09,54.826
388,609,476,181,50,487,194,58,481.47,186.86,53.887
389,50,491,317,52,496,322,56,493.64,319.4,53.94
390,388,493,452,49,502,461,58,497.27,456.88,53.567
391,270,505,381,52,517,388,60,510.92,384.95,55.633
392,379,509,144,51,522,150,62,514.88,146.59,55.826
393,26,521,623,53,524,627,56,522.69,624.81,54.115
394,12,551,773,53,554,775,55,552.5,774,54
395,109,553,449,51,558,454,57,555.38,451.32,54.183
396,37,567,277,52,571,282,55,568.95,279.59,53.432
397,628,560,536,50,575,546,57,568.1,541.42,53.432
398,7,583,558,53,585,560,55,584,559,54
399,62,584,61,52,590,66,56,586.97,63.468,54.258
400,12,595,728,53,597,731,55,596,729.5,54
401,134,599,192,51,606,198,57,602.24,194.56,54.157
402,1010,632,222,49,650,235,59,641.68,227.77,54.272
403,2930,637,508,53,655,530,73,645.66,519.13,64.051
404,887,644,234,51,655,247,65,649.6,240.03,58.723
405,2489,3,231,48,20,250,66,11.455,240.86,56.28
406,2099,11,334,48,24,351,63,17.551,341.68,54.839
407,3365,10,423,48,28,441,70,18.725,431.27,58.14
408,1434,14,530,48,27,546,62,20.213,537.83,54.725
409,5030,30,495,47,57,514,70,43.288,504.22,56.739
410,3157,38,370,48,57,392,63,48.015,380.43,55.012
411,2641,42,150,48,61,169,64,51.431,160.05,54.884
412,2213,40,872,48,59,887,66,49.078,879.46,56.712
413,151,53,246,50,60,252,59,56.437,248.89,54.291
414,4306,47,313,46,67,334,69,57.175,324.03,56.036
415,1954,52,95,48,69,111,63,60.294,103.26,55.647
416,3615,70,640,46,89,664,63,80.835,651.44,54.725
417,3046,76,122,47,93,141,66,84.798,132.06,55.55
418,887,81,589,50,94,601,62,86.797,595.05,56.433
419,4283,77,230,47,102,251,76,90.086,240.59,62.303
420,4024,76,337,46,99,358,64,87.966,347.59,55.227
421,535,88,828,51,100,840,62,94.193,833.59,56.424
422,121,102,144,50,109,149,58,105.24,146.29,54.562
423,297,103,810,48,112,820,60,107.4,813.58,54.704
424,4562,103,291,47,125,313,71,114.34,301.72,58.992
425,14416,94,239,48,126,269,96,108.5,253.46,72.458
426,38,117,195,53,121,198,59,119.29,196.45,55.947
427,1313,113,131,47,131,146,62,121.7,138.61,54.653
428,4437,107,49,48,134,74,66,121.24,60.116,56.621
429,1545,118,24,49,132,42,62,124.57,32.812,55.57
430,697,124,188,51,137,201,62,129.87,193.95,56.539
431,1338,130,17,50,147,31,60,138.27,24.039,54.753
432,1659,134,60,49,151,78,62,142.78,69.213,54.869
433,1464,150,28,48,165,43,62,157.65,35.308,54.646
434,1555,158,99,49,174,113,62,166.47,105.69,55.014
435,2809,178,795,49,202,815,64,190.41,805.38,56.157
436,3323,185,254,47,202,272,71,193.18,263.28,58.985
437,709,195,38,49,205,51,60,199.68,44.614,54.403
438,4379,201,243,47,224,265,66,212.22,253.57,55.145
439,851,218,267,49,227,281,64,223.18,274.19,56.096
440,1651,217,182,48,233,199,61,224.82,190.13,54.368
441,2292,219,425,48,236,442,67,226.54,431.91,57.166
442,1818,219,759,47,237,773,64,227.04,765.23,55.079
443,1391,222,579,48,240,592,65,230.25,585.38,56.058
444,1024,229,592,49,241,607,63,235.66,599.67,55.327
445,884,231,211,48,247,223,62,239.33,217.24,54.654
446,2679,232,430,48,248,450,65,240.14,440.04,55.673
447,828,247,314,47,260,327,61,253.53,319.87,54.521
448,2565,247,520,48,263,538,69,254.96,528.51,57.38
449,382,259,6,53,267,20,62,262.85,12.702,56.853
450,1771,256,707,48,272,722,62,264.09,714.72,54.868
451,1592,276,666,49,293,679,67,285.74,672.64,56.278
452,56,288,118,54,293,123,59,290.55,120.89,55.911
453,507,300,797,51,310,807,60,305.51,801.84,54.874
454,2220,307,859,48,324,876,65,315.37,867.17,55.102
455,3159,309,428,47,330,448,64,320.58,437.48,54.692
456,1322,319,132,50,335,147,62,326.73,139.22,55.163
457,97,320,642,54,328,654,61,324.97,644.13,57.165
458,434,339,221,51,349,229,61,344.66,224.72,55.371
459,1139,346,574,49,358,591,61,351.91,581.64,54.751
460,1005,357,451,48,370,463,62,363.45,456.32,55.256
461,1173,361,118,50,376,131,64,369.5,124.3,56.321
462,2379,360,756,50,378,776,64,369.36,765.47,56.583
463,35,369,392,53,373,397,56,371.29,394.91,54.629
464,3960,374,486,50,396,515,68,383.83,501.36,58.559
465,1472,375,213,50,393,230,62,384.94,221.57,54.55
466,46828,354,448,48,404,493,98,378.37,468.66,74.316
467,698,390,583,50,404,594,58,396.96,588.1,53.653
468,818,394,836,51,407,853,60,400.81,845.32,55.526
469,975,395,301,50,409,314,62,402.38,307.64,55.574
470,161,397,634,51,404,640,58,400.53,636.96,54.447
471,1305,409,482,48,422,495,63,415.61,488.46,55.293
472,1819,412,314,50,429,335,61,419.73,324.79,55.301
473,7040,400,176,50,436,209,73,417.62,190.44,59.221
474,2595,429,167,50,451,186,71,441.02,176.91,60.644
475,1456,440,230,51,454,245,69,448.14,237.07,59.684
476,241,477,586,51,485,595,58,480.98,590.94,54.133
477,37,480,848,52,483,851,58,481.76,849.76,54.946
478,30089,469,789,54,509,831,97,489.24,809.49,78.289
479,136,502,219,53,508,228,59,504.57,223.79,55.772
480,374,513,612,51,522,622,60,517.05,616.89,55.687
481,421,517,52,52,531,60,61,523.9,55.66,55.791
482,304,521,782,51,529,792,59,525.06,787.39,55.615
483,50,522,235,52,528,238,57,524.68,236.96,54.94
484,806,522,102,52,538,117,60,530.71,109.87,55.485
485,147,536,782,53,543,789,57,539.33,785.26,55.007
486,687,533,819,52,546,836,60,539.27,826.98,55.722
487,16,562,168,54,565,170,56,563.88,169,55
488,187,561,765,53,569,774,58,564.47,769.51,55.251
489,784,571,484,52,582,501,64,576.58,493.29,57.58
490,302,576,706,52,583,715,62,579.29,710.24,56.801
491,49,584,242,53,589,248,58,586.33,245.18,55.408
492,4742,587,470,51,615,496,74,602.97,486.17,60.969
493,7,594,26,54,596,28,56,595,27,55
494,482,594,666,52,604,680,59,598.76,672.77,55.338
495,1043,596,89,51,613,102,65,605.37,94.657,57.842
496,12,614,690,54,617,692,56,615.5,691,55
497,20,617,633,54,620,636,57,618.5,634.5,55.5
498,844,632,578,51,645,595,60,638.35,586.83,54.622
